x1,x2,x3,x4,x5,x6,y
104.96714153011233,5.399355436586002,46.624108625128095,16.18438488424522,-0.863493604964934,-2.1187984101135164,93.15199346827025
98.61735698828815,4.924633682912769,49.27740664642241,18.279229978440995,-0.031203488939083975,-2.2670705419192703,69.82764931131813
106.47688538100692,4.059630369920174,46.03790039500019,19.17278893315671,0.018016872044446585,-8.978215863150075,78.22964158735695
115.23029856408026,3.353063222294426,48.4601923518048,23.77537531468038,0.47263034584340563,-1.6504509585071863,54.111918884167565
97.65846625276664,4.69822331361359,40.53192666523107,21.113106249067517,-1.3668583632808264,3.664145409108725,71.85337684686206
97.6586304305082,4.39348538542175,51.06646853686469,17.32903686180022,0.5925672738473307,-6.371160595383976,74.01413140571108
115.79212815507391,4.895193220027732,50.00602737681112,20.972072578835274,-2.704391631602775,5.242413255252963,80.93634989686481
107.67434729152909,4.635171801681969,45.914556844659046,16.90539202212327,-0.6298845523638104,2.4388741054216907,94.5125302429659
95.30525614065049,5.049552715319335,53.296228342162024,22.165382107774146,-0.48827384245154465,-3.6711666098551894,32.53283417786022
105.42560043585965,3.464764788439432,54.68785068813279,19.05775069636424,0.6333268260712385,-0.7076481866892371,87.05746066251773
95.36582307187538,5.317394065634326,41.96220067815513,19.81272762252166,0.02263085267686914,7.991609038205166,71.4360367853859
95.34270246429743,4.1975996046924,46.186376107168925,22.651593295084382,-1.4055630538562867,3.6677390675293293,39.16571384888669
102.41962271566034,6.0752608726252655,46.154288251063505,17.4256728628315,-0.9849931258170151,0.04391827449073908,77.12701011384647
80.86719755342202,3.310812181910432,45.300484494455674,17.20576362977402,0.1986800095474069,-1.1884165848049215,57.55884585659133
82.75082167486967,5.73596380316525,54.14737420965874,18.832801347307992,-0.07906734186455629,0.38304535225829806,49.27450911554597
94.37712470759027,4.197910783462648,49.03086930613598,22.076757702038634,-0.5791241096357465,-2.558817789711517,36.08877143073303
89.87168879665576,3.3485819963855517,48.67742579344694,16.961307849046314,-0.48083378951197936,-10.523747528595074,65.5545526875691
