x,y
7.303419691053332,-0.6273241044442727
-0.35940001597604265,-0.009843518382173646
-1.2926073496750181,-0.059324937134317315
1.756502278610217,0.5904870513361155
10.18665109832138,-0.3118289512129373
-2.6401194658474116,-0.6058103710630991
4.278153058904209,0.7075520399645958
9.924346749735694,-0.28743432420521564
-0.48842676842830457,0.01147934404083176
7.280593272707499,-0.48121935501445917
4.189894817512846,0.7436113247578034
-3.2227213107506145,-1.1579524924419782
-2.2182318917106443,-0.5960987242418183
-7.147887465448643,1.6797777599019164
3.070745354061449,0.7587471578463192
0.49545381909250175,0.37179013080515183
3.9511943308536637,0.7722132088122743
6.728042537277847,-0.20140591217758005
-2.936642256848212,-1.2491427810764006
10.029185511374077,-0.14860441444061195
-8.700109362860077,-2.3834213243952482
-5.932062733536086,-0.4665309073841966
9.51144969729856,0.45952995088432996
-2.470786610214251,-0.7053550836124114
0.9748959512923214,0.11871707057246801
1.4565062778407416,0.6684872116386902
-8.494509142227502,-0.613350029487114
-3.010578983057796,-2.8502696460916055
9.42601538732007,0.2622700649702722
0.26532344895457705,0.336798458696642
2.1014810065556446,0.7139043381136049
9.203476282063985,0.5224536294326653
-5.4722702835860915,-1.1175433912715134
12.176279177183968,-0.2525072709660841
14.933149425376914,-0.2084454699994569
-3.2169942155781666,-1.961538665010696
9.355134017142568,0.32353457285098436
8.519190478842418,0.0430493443433761
13.756510571159978,-0.27621633649441923
11.772217273776935,0.21355317858143374
1.0814427066183132,0.516820716936194
-4.212079828860576,-0.8247137969380419
12.704526223445779,0.014600363094249919
11.458454614959578,0.41355168103304135
12.135155355774845,-0.18094495409672598
-6.906462115152959,1.3089868409464713
-0.27549186194060127,0.019460788090689365
5.7137945291445345,0.27981784246901087
12.102166212094296,-0.1252105888982944
-1.964131986777483,-0.5340560921281184
14.34516212453898,0.3018418968899227
3.1901179159814834,0.2666864610834568
7.8777476200570185,-0.22856795680619402
0.9163974174959009,0.42205441696655943
-8.601255959470336,-1.1497874653424138
10.34991239540117,-0.42698953603898127
-8.721937843035606,-2.123691625595903
