numerical_var_1,numerical_var_2,numerical_var_3,numerical_var_4
0.2054864275600201,0.9047498032588244,0.2528582458983515,0.1150052001417412
-0.5923939242388692,-0.3916706095040324,1.2572349606742776,-0.4979975558936684
1.1214992118499283,1.547640773595271,0.3921843100416817,0.0531779479031362
-0.2170170504243704,-0.3236827540411877,-1.3088438420029984,-0.7435291618987475
-0.4519493719118777,1.2803520208371355,-1.2127150757988507,0.2984881068641418
0.1279272023745792,-0.351607428281868,2.029554788421132,0.2500309655116499
-0.7202120210067899,0.915529791724743,-0.8913596807520631,0.1374036510914447
0.3813528345802849,-1.027994073217439,-1.1947317337576917,0.2903453152097796
0.6455877121741934,0.8756563632282364,0.0131447885597679,-0.0363773301651228
1.101737861786209,1.4845207658486996,-0.1446015381221821,-1.2314353114312526
-0.6007479306385678,-0.8377416743488576,0.6516022549488549,0.2164061848128183
1.9920944074974531,0.4354156527309408,-0.0979018359244179,-1.0405637468604865
0.683223014788808,0.9133910908021826,-0.8135425727055355,-0.5308739961123049
-0.2881502624225162,-0.391993624787715,1.264476209547068,-0.5320018754998522
-0.684629825760004,0.3095556467671514,-0.7017273465958871,1.2294856818066993
-0.0325038930576894,0.0966907028868195,-1.3832107297333576,1.534448125403096
-0.7982060763581541,-0.7962241227738193,2.851407645284945,-0.6037797959731513
-0.4840171236220847,1.333439166032965,-2.35122394134832,-1.6088486744468955
1.589838978180684,0.4888458898129879,0.1024286640780086,-0.571552160192608
-0.3459193290471707,1.181221634220601,0.1411348907452987,0.7419197397053606
-0.6273134459513029,0.236542193614863,-1.0687269542063265,0.7034231795672604
0.479827035366833,-0.3125774253946907,-0.5772558209917463,-1.067882871540227
-0.2728445463401307,0.762063873862598,-0.3878545238093729,0.5420998596428898
-1.1716543473175618,-0.0530519919251061,-0.6098212167272987,0.8808774710457029
0.2656169931725334,-0.5883615643067782,-1.090738057723348,-0.7778127881608037
0.8100272385061165,1.8907298485940296,-0.1287895238535806,-1.564466004443077
1.0581183250871502,-0.4222006848047443,-0.0228136940479229,1.2611062789445118
-0.7043436905427592,-0.4214829971663628,-1.7356308758550187,1.5778481332374874
0.482533709821185,0.2432215732522258,-1.6801998923213677,-1.1632817122682677
0.050887701856018,-1.1087648954049951,-0.7286591410337823,0.2979661384893192
-1.671169772494065,-0.3546803599307581,1.1739282473548094,0.4264166874443022
-1.024186824329205,0.8439514005189311,0.0607361255813044,0.1266161121352044
1.192507512477975,0.1462147963775593,-0.1330844279206872,0.7917964936666289
-0.3899237065594453,0.6496048651128858,0.5197333059950014,0.6616385017196478
-1.9354299597138065,-2.9952668907996163,0.0487973783806294,0.8391109225716529
